id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx_chr,chr
HG02374,HG01286,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
HG02374,HG02351,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG02374,HG03908,1.01013,1,1.01013,1.01013,0.010222933585884265,chr20
HG02374,HG04141,1.05338,1,1.05338,1.05338,0.010660641482481232,chr20
HG02374,NA18757,1.08333,1,1.08333,1.08333,0.01096374787561601,chr20
HG02374,NA18949,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG02374,NA19006,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG02386,HG01939,1.06368,1,1.06368,1.06368,0.010764881744560972,chr20
HG02386,NA18747,1.09921,1,1.09921,1.09921,0.011124460046667105,chr20
HG02389,HG00654,1.02097,1,1.02097,1.02097,0.010332638871412845,chr20
HG02392,HG02087,1.01194,1,1.01194,1.01194,0.010241251534851677,chr20
HG02392,HG02113,1.00818,1,1.00818,1.00818,0.010203198778985675,chr20
HG02397,HG03616,1.00178,1,1.00178,1.00178,0.010138428130703115,chr20
HG02401,NA18620,1.14859,1,1.14859,1.14859,0.01162420607982221,chr20
HG02401,NA19782,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG02408,NA18550,1.73916,1,1.73916,1.73916,0.017601018854233097,chr20
HG02445,HG03268,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG02477,HG02774,1.06306,1,1.06306,1.06306,0.010758607088008599,chr20
HG02512,HG00653,1.06547,1,1.06547,1.06547,0.0107829972852525,chr20
HG02512,HG01859,1.06547,1,1.06547,1.06547,0.0107829972852525,chr20
HG02512,HG01867,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG02512,HG02180,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG02512,NA19067,1.1293,1,1.1293,1.1293,0.011428983297733064,chr20
HG02554,HG03875,1.40684,1,1.40684,1.40684,0.014237802942161325,chr20
HG02554,NA20867,1.27116,1,1.27116,1.27116,0.012864665198571117,chr20
HG02562,HG02854,1.13942,1,1.13942,1.13942,0.011531401885329858,chr20
HG02573,NA20539,1.19581,1,1.19581,1.19581,0.01210209201918195,chr20
HG02597,HG00272,1.69874,1,1.69874,1.69874,0.017191951728673573,chr20
HG02597,HG00315,1.05361,1,1.05361,1.05361,0.010662969177653886,chr20
HG02597,HG02651,1.15136,1,1.15136,1.15136,0.011652239626032002,chr20
HG02597,HG03611,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
HG02597,NA20581,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG02624,HG02805,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG02648,HG01133,1.1225,1,1.1225,1.1225,0.011360164483932848,chr20
HG02649,NA21104,1.11609,1,1.11609,1.11609,0.01129529263151235,chr20
HG02655,HG01149,1.02231,1,1.02231,1.02231,0.010346200225897008,chr20
HG02660,HG03782,1.21402,1,1.21402,1.21402,0.012286384754373414,chr20
HG02660,NA19792,1.15321,1,1.15321,1.15321,0.01167096239155118,chr20
HG02681,HG01704,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG02684,HG00373,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG02684,HG01251,1.00658,1,1.00658,1.00658,0.010187006116915035,chr20
HG02684,HG01625,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
HG02684,NA06994,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG02684,NA19776,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG02685,NA18988,1.08711,1,1.08711,1.08711,0.011002003039757896,chr20
HG02687,HG03968,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG02696,HG04194,1.13715,1,1.13715,1.13715,0.011508428546017139,chr20
HG02697,HG03884,1.05273,1,1.05273,1.05273,0.010654063213515034,chr20
HG02728,HG02658,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG02733,HG01603,1.00694,1,1.00694,1.00694,0.010190649465880927,chr20
HG02774,HG01323,1.09212,1,1.09212,1.09212,0.011052706312866584,chr20
HG02774,NA18627,1.52745,1,1.52745,1.52745,0.0154584260498737,chr20
HG02780,HG01672,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG02783,HG03692,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
HG02783,NA19075,1.02876,1,1.02876,1.02876,0.01041147689486927,chr20
HG02943,HG03190,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
HG03007,HG03866,1.03732,1,1.03732,1.03732,0.01049810763694719,chr20
HG03007,NA18579,1.2298,1,1.2298,1.2298,0.012446084884045092,chr20
HG03015,NA19726,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
HG03016,HG03018,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
HG03018,HG01054,1.35835,1,1.35835,1.35835,0.013747064077283013,chr20
HG03018,HG01414,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
HG03085,HG03097,1.31069,1,1.31069,1.31069,0.013264725155853847,chr20
HG03234,NA20821,1.06547,1,1.06547,1.06547,0.0107829972852525,chr20
HG03436,HG03394,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG03585,HG03947,1.03663,1,1.03663,1.03663,0.010491124551429226,chr20
HG03589,NA20877,1.05868,1,1.05868,1.05868,0.010714279675590225,chr20
HG03595,HG02082,1.27373,1,1.27373,1.27373,0.01289067466202208,chr20
HG03595,HG03870,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
HG03604,HG02688,1.06547,1,1.06547,1.06547,0.0107829972852525,chr20
HG03625,HG00130,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
HG03625,HG00158,1.0063,1,1.0063,1.0063,0.010184172401052672,chr20
HG03625,HG03947,1.04744,1,1.04744,1.04744,0.010600526224543983,chr20
HG03653,HG00315,1.20894,1,1.20894,1.20894,0.012234973052299132,chr20
HG03653,NA20828,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG03660,HG01512,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG03660,NA20504,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
HG03663,HG03977,1.02258,1,1.02258,1.02258,0.010348932737621427,chr20
HG03672,HG02356,1.22712,1,1.22712,1.22712,0.012418962175076771,chr20
HG03672,HG03902,1.23469,1,1.23469,1.23469,0.012495573707498485,chr20
HG03672,NA19679,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
HG03691,NA20899,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG03694,HG04194,1.023,1,1.023,1.023,0.010353183311414969,chr20
HG03702,HG01066,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
HG03711,HG04038,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
HG03711,HG04107,1.35233,1,1.35233,1.35233,0.013686139186242235,chr20
HG03711,NA19723,1.05828,1,1.05828,1.05828,0.010710231510072566,chr20
HG03717,HG03861,1.023,1,1.023,1.023,0.010353183311414969,chr20
HG03717,HG03902,1.04994,1,1.04994,1.04994,0.010625827259029358,chr20
HG03717,HG03991,1.03945,1,1.03945,1.03945,0.010519664118328729,chr20
HG03731,NA11995,1.22103,1,1.22103,1.22103,0.0123573288550704,chr20
HG03736,HG03796,1.01497,1,1.01497,1.01497,0.010271916388647948,chr20
HG03750,HG01624,1.22746,1,1.22746,1.22746,0.012422403115766782,chr20
HG03755,HG01054,1.35078,1,1.35078,1.35078,0.013670452544861303,chr20
HG03755,HG03625,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
HG03755,NA07347,1.31069,1,1.31069,1.31069,0.013264725155853847,chr20
HG03755,NA12716,1.40262,1,1.40262,1.40262,0.014195094795950014,chr20
HG03755,NA19735,1.05707,1,1.05707,1.05707,0.010697985809381643,chr20
HG03773,HG00383,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
HG03780,NA19060,1.10585,1,1.10585,1.10585,0.011191659594260259,chr20
HG03787,HG00701,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG03787,HG01435,1.00108,1,1.00108,1.00108,0.010131343841047212,chr20
HG03787,NA21120,1.07839,1,1.07839,1.07839,0.010913753031472911,chr20
HG03788,HG01610,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG03788,NA21094,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
HG03792,HG03830,1.1298,1,1.1298,1.1298,0.011434043504630138,chr20
HG03796,NA12716,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
HG03796,NA20786,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
HG03800,NA20867,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG03805,HG00272,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
HG03829,NA21113,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG03844,HG03991,1.03834,1,1.03834,1.03834,0.010508430459017223,chr20
HG03868,HG02185,1.04411,1,1.04411,1.04411,0.010566825246609467,chr20
HG03868,HG03750,1.37578,1,1.37578,1.37578,0.01392346288971504,chr20
HG03884,HG01632,1.04411,1,1.04411,1.04411,0.010566825246609467,chr20
HG03896,HG01618,1.06893,1,1.06893,1.06893,0.010818013916980257,chr20
HG03896,HG03692,1.26956,1,1.26956,1.26956,0.012848472536500477,chr20
HG03907,NA11918,1.03863,1,1.03863,1.03863,0.010511365379017526,chr20
HG03908,HG03703,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG03910,HG03595,1.03533,1,1.03533,1.03533,0.010477968013496835,chr20
HG03913,NA20887,1.0028,1,1.0028,1.0028,0.010148750952773148,chr20
HG03914,HG00177,1.03184,1,1.03184,1.03184,0.010442647769355252,chr20
HG03914,HG01632,1.29006,1,1.29006,1.29006,0.013055941019280542,chr20
HG03914,NA11995,1.06046,1,1.06046,1.06046,0.01073229401214381,chr20
HG03914,NA20539,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG03916,NA18570,1.09868,1,1.09868,1.09868,0.011119096227356207,chr20
HG03922,HG00173,1.00539,1,1.00539,1.00539,0.010174962824499997,chr20
HG03922,HG00632,1.00108,1,1.00108,1.00108,0.010131343841047212,chr20
HG03922,HG03897,1.00272,1,1.00272,1.00272,0.010147941319669618,chr20
HG03925,HG01142,1.04744,1,1.04744,1.04744,0.010600526224543983,chr20
HG03926,NA18617,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG03934,HG01121,1.08711,1,1.08711,1.08711,0.011002003039757896,chr20
HG03934,HG03925,1.09603,1,1.09603,1.09603,0.01109227713080171,chr20
HG03934,NA20867,1.27116,1,1.27116,1.27116,0.012864665198571117,chr20
HG03947,HG03750,1.04411,1,1.04411,1.04411,0.010566825246609467,chr20
HG03947,NA21118,1.13133,1,1.13133,1.13133,0.011449527737735188,chr20
HG03949,HG01089,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG03949,HG01672,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG03949,HG03016,1.17821,1,1.17821,1.17821,0.011923972736404918,chr20
HG03949,NA19783,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG03949,NA20539,1.07497,1,1.07497,1.07497,0.01087914121629692,chr20
HG03951,HG00560,1.0621,1,1.0621,1.0621,0.010748891490766216,chr20
HG03951,NA19731,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG03965,HG01284,1.31069,1,1.31069,1.31069,0.013264725155853847,chr20
HG03965,NA20853,1.09868,1,1.09868,1.09868,0.011119096227356207,chr20
HG04014,NA19761,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
HG04017,HG03907,1.05361,1,1.05361,1.05361,0.010662969177653886,chr20
HG04020,HG01402,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
HG04020,HG01700,1.07439,1,1.07439,1.07439,0.010873271376296314,chr20
HG04020,HG03902,1.00108,1,1.00108,1.00108,0.010131343841047212,chr20
HG04020,NA20810,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
HG04033,HG01168,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
HG04033,HG03902,1.14217,1,1.14217,1.14217,0.011559233023263768,chr20
HG04033,NA20899,1.12664,1,1.12664,1.12664,0.011402062997040628,chr20
HG04076,HG00097,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
HG04080,HG00261,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
HG04107,HG04038,1.17761,1,1.17761,1.17761,0.011917900488128429,chr20
HG04107,NA11918,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG04141,HG03692,1.08129,1,1.08129,1.08129,0.010943102231475946,chr20
HG04173,HG02190,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
HG04173,HG02696,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
HG04173,NA20527,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
HG04183,HG04194,1.11152,1,1.11152,1.11152,0.011249042340473086,chr20
HG04210,HG04227,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
HG04210,NA18629,1.20539,1,1.20539,1.20539,0.012199045583329902,chr20
HG04210,NA18943,1.06641,1,1.06641,1.06641,0.010792510474219,chr20
HG04211,NA12283,1.03232,1,1.03232,1.03232,0.010447505567976441,chr20
HG04211,NA18603,1.01028,1,1.01028,1.01028,0.010224451647953388,chr20
HG04222,HG00131,1.02355,1,1.02355,1.02355,0.010358749539001752,chr20
HG04229,HG01197,1.05868,1,1.05868,1.05868,0.010714279675590225,chr20
HG04229,HG03690,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
HG04229,NA11995,1.21483,1,1.21483,1.21483,0.012294582289546675,chr20
HG04229,NA20810,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
HG04229,NA21091,1.21988,1,1.21988,1.21988,0.01234569037920713,chr20
NA06984,HG00096,1.31014,1,1.31014,1.31014,0.013259158928267066,chr20
NA06984,HG00331,1.68049,1,1.68049,1.68049,0.017007254176930345,chr20
NA06984,HG01437,1.15136,1,1.15136,1.15136,0.011652239626032002,chr20
NA06984,HG01479,1.16543,1,1.16543,1.16543,0.011794633848115686,chr20
NA06984,NA18625,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
NA06989,HG01565,1.37578,1,1.37578,1.37578,0.01392346288971504,chr20
NA06989,HG03844,1.22103,1,1.22103,1.22103,0.0123573288550704,chr20
NA06989,NA12414,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
NA06994,HG00373,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
NA06994,HG01710,1.01955,1,1.01955,1.01955,0.010318267883825153,chr20
NA06994,NA07357,1.09506,1,1.09506,1.09506,0.011082460329421383,chr20
NA07357,HG00235,1.23367,1,1.23367,1.23367,0.01248525088542845,chr20
NA07357,HG01565,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
NA11840,NA20797,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
NA11843,HG00315,1.0986,1,1.0986,1.0986,0.011118286594252675,chr20
NA11843,HG00338,1.02488,1,1.02488,1.02488,0.010372209689347971,chr20
NA11843,NA12873,1.11272,1,1.11272,1.11272,0.011261186837026064,chr20
NA11920,HG00189,1.04835,1,1.04835,1.04835,0.010609735801096658,chr20
NA11920,HG00239,1.06306,1,1.06306,1.06306,0.010758607088008599,chr20
NA11931,HG04144,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA11931,NA07347,1.02258,1,1.02258,1.02258,0.010348932737621427,chr20
NA11931,NA12414,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
NA12004,HG00256,1.00242,1,1.00242,1.00242,0.010144905195531373,chr20
NA12004,NA20828,1.27061,1,1.27061,1.27061,0.012859098970984334,chr20
NA12005,HG01589,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
NA12005,HG03755,1.07642,1,1.07642,1.07642,0.010893815816298436,chr20
NA12005,NA18964,1.14801,1,1.14801,1.14801,0.011618336239821602,chr20
NA12144,HG00315,1.0661,1,1.0661,1.0661,0.010789373145942815,chr20
NA12144,HG00349,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
NA12144,HG00553,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
NA12144,HG01098,1.40684,1,1.40684,1.40684,0.014237802942161325,chr20
NA12144,HG01133,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
NA12144,HG01351,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
NA12144,HG01618,1.14035,1,1.14035,1.14035,0.011540813870158416,chr20
NA12144,HG01672,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
NA12144,HG01786,1.20988,1,1.20988,1.20988,0.012244486241265635,chr20
NA12144,HG03690,1.08182,1,1.08182,1.08182,0.010948466050786844,chr20
NA12144,NA11918,1.11587,1,1.11587,1.11587,0.011293066140477636,chr20
NA12144,NA11995,1.22103,1,1.22103,1.22103,0.0123573288550704,chr20
NA12144,NA19783,1.14639,1,1.14639,1.14639,0.01160194116947508,chr20
NA12144,NA20810,1.04939,1,1.04939,1.04939,0.010620261031442577,chr20
NA12156,HG00125,1.05338,1,1.05338,1.05338,0.010660641482481232,chr20
NA12156,HG03780,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
NA12286,HG00274,1.02853,1,1.02853,1.02853,0.010409149199696616,chr20
NA12340,HG00358,1.41184,1,1.41184,1.41184,0.014288405011132073,chr20
NA12340,HG00742,1.07942,1,1.07942,1.07942,0.010924177057680886,chr20
NA12340,HG01786,1.05338,1,1.05338,1.05338,0.010660641482481232,chr20
NA12413,HG01066,1.13715,1,1.13715,1.13715,0.011508428546017139,chr20
NA12414,HG03805,1.16888,1,1.16888,1.16888,0.011829549275705502,chr20
NA12414,NA19734,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
NA12489,HG03672,1.02231,1,1.02231,1.02231,0.010346200225897008,chr20
NA12489,NA20887,1.17114,1,1.17114,1.17114,0.011852421410880281,chr20
NA12546,HG00150,1.31069,1,1.31069,1.31069,0.013264725155853847,chr20
NA12546,HG01142,1.04628,1,1.04628,1.04628,0.010588786544542771,chr20
NA12546,HG01162,1.27061,1,1.27061,1.27061,0.012859098970984334,chr20
NA12546,NA19771,1.04187,1,1.04187,1.04187,0.010544155519710571,chr20
NA12716,HG00189,1.21222,1,1.21222,1.21222,0.012268168009543945,chr20
NA12716,NA20786,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
NA12748,HG00125,1.0621,1,1.0621,1.0621,0.010748891490766216,chr20
NA12748,HG00256,1.07021,1,1.07021,1.07021,0.010830968046636769,chr20
NA12748,HG02649,1.00216,1,1.00216,1.00216,0.010142273887944893,chr20
NA12748,NA20828,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
NA12748,NA20867,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
NA12748,NA20910,1.06547,1,1.06547,1.06547,0.0107829972852525,chr20
NA12748,NA21104,1.0198,1,1.0198,1.0198,0.010320797987273691,chr20
NA12748,NA21120,1.05361,1,1.05361,1.05361,0.010662969177653886,chr20
NA12776,HG02737,1.04835,1,1.04835,1.04835,0.010609735801096658,chr20
NA12814,HG00311,1.05014,1,1.05014,1.05014,0.010627851341788189,chr20
NA12814,NA06989,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
NA12830,HG00238,1.22206,1,1.22206,1.22206,0.012367752881278374,chr20
NA12830,HG01402,1.27173,1,1.27173,1.27173,0.012870433834433783,chr20
NA12830,HG03861,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
NA12830,HG04020,1.01638,1,1.01638,1.01638,0.0102861861720977,chr20
NA12872,HG04194,1.52689,1,1.52689,1.52689,0.015452758618148977,chr20
NA12873,HG00173,1.0212,1,1.0212,1.0212,0.010334966566585502,chr20
NA12873,HG00250,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
NA12874,HG00278,1.52745,1,1.52745,1.52745,0.0154584260498737,chr20
NA12874,HG01162,1.27061,1,1.27061,1.27061,0.012859098970984334,chr20
NA12874,HG01618,1.08333,1,1.08333,1.08333,0.01096374787561601,chr20
NA12874,HG01781,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
NA12874,HG02655,1.13571,1,1.13571,1.13571,0.011493855150153562,chr20
NA12878,HG01565,1.10187,1,1.10187,1.10187,0.011151380347359541,chr20
NA12890,NA11918,1.24934,1,1.24934,1.24934,0.012643837769582772,chr20
NA18525,NA18953,1.31069,1,1.31069,1.31069,0.013264725155853847,chr20
NA18526,HG02398,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
NA18526,HG04080,1.05516,1,1.05516,1.05516,0.01067865581903482,chr20
NA18526,NA19078,1.15136,1,1.15136,1.15136,0.011652239626032002,chr20
NA18526,NA19089,1.08646,1,1.08646,1.08646,0.010995424770791698,chr20
NA18528,HG00689,1.00658,1,1.00658,1.00658,0.010187006116915035,chr20
NA18528,NA18638,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18528,NA18953,1.09921,1,1.09921,1.09921,0.011124460046667105,chr20
NA18528,NA19759,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18538,HG02309,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
NA18539,NA19741,1.00401,1,1.00401,1.00401,0.010160996653464071,chr20
NA18543,NA18610,1.08907,1,1.08907,1.08907,0.011021839050794428,chr20
NA18543,NA19058,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
NA18544,HG02047,1.00272,1,1.00272,1.00272,0.010147941319669618,chr20
NA18544,HG04194,1.01194,1,1.01194,1.01194,0.010241251534851677,chr20
NA18545,HG01595,1.45786,1,1.45786,1.45786,0.014754146453938834,chr20
NA18545,HG02697,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18545,NA18626,1.18925,1,1.18925,1.18925,0.012035702104692328,chr20
NA18545,NA19089,1.35091,1,1.35091,1.35091,0.013671768198654542,chr20
NA18565,HG01855,1.0028,1,1.0028,1.0028,0.010148750952773148,chr20
NA18579,HG02075,1.07137,1,1.07137,1.07137,0.01084270772663798,chr20
NA18603,HG01867,1.16904,1,1.16904,1.16904,0.011831168541912568,chr20
NA18605,HG00629,1.07836,1,1.07836,1.07836,0.010913449419059086,chr20
NA18605,HG02128,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
NA18605,HG03663,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
NA18609,HG02070,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
NA18609,NA18971,1.02657,1,1.02657,1.02657,0.010389313188660083,chr20
NA18610,NA18973,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
NA18611,HG00759,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18611,NA18620,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18617,HG04134,1.00962,1,1.00962,1.00962,0.010217772174849248,chr20
NA18617,NA18973,1.0198,1,1.0198,1.0198,0.010320797987273691,chr20
NA18620,HG00759,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18620,NA19059,1.00322,1,1.00322,1.00322,0.010153001526566691,chr20
NA18621,HG00663,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
NA18621,HG02040,1.00425,1,1.00425,1.00425,0.010163425552774667,chr20
NA18621,HG03595,1.04318,1,1.04318,1.04318,0.010557413261780908,chr20
NA18621,NA18648,1.16516,1,1.16516,1.16516,0.011791901336391266,chr20
NA18621,NA19006,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18623,NA19056,1.00322,1,1.00322,1.00322,0.010153001526566691,chr20
NA18625,HG01149,1.29124,1,1.29124,1.29124,0.013067883107557639,chr20
NA18627,HG02067,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18627,HG02156,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18627,NA18988,1.0109,1,1.0109,1.0109,0.01023072630450576,chr20
NA18629,HG00879,1.2127,1,1.2127,1.2127,0.012273025808165134,chr20
NA18629,NA18944,1.15136,1,1.15136,1.15136,0.011652239626032002,chr20
NA18629,NA18971,1.05361,1,1.05361,1.05361,0.010662969177653886,chr20
NA18629,NA19747,1.04411,1,1.04411,1.04411,0.010566825246609467,chr20
NA18629,NA21137,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
NA18648,HG00701,1.22728,1,1.22728,1.22728,0.012420581441283834,chr20
NA18747,HG01867,1.04497,1,1.04497,1.04497,0.010575528802472435,chr20
NA18748,HG02153,1.02981,1,1.02981,1.02981,0.010422103329353127,chr20
NA18749,HG00653,1.42889,1,1.42889,1.42889,0.014460958066322322,chr20
NA18749,NA18531,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
NA18757,NA18638,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
NA18878,HG02505,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
NA18939,HG01348,1.01312,1,1.01312,1.01312,0.010253193623128772,chr20
NA18944,HG02089,1.03058,1,1.03058,1.03058,0.010429896047974624,chr20
NA18946,HG02070,1.05904,1,1.05904,1.05904,0.010717923024556118,chr20
NA18946,NA18626,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18957,HG00159,1.03494,1,1.03494,1.03494,0.010474021052117114,chr20
NA18957,NA18627,1.00214,1,1.00214,1.00214,0.01014207147966901,chr20
NA18957,NA18943,1.03353,1,1.03353,1.03353,0.010459751268667364,chr20
NA18959,HG01632,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
NA18961,NA18539,1.02148,1,1.02148,1.02148,0.010337800282447861,chr20
NA18961,NA18550,1.06033,1,1.06033,1.06033,0.010730978358350572,chr20
NA18961,NA18638,1.02581,1,1.02581,1.02581,0.010381621674176531,chr20
NA18961,NA18999,1.37732,1,1.37732,1.37732,0.013939048326958033,chr20
NA18961,NA19732,1.08009,1,1.08009,1.08009,0.010930957734922966,chr20
NA18961,NA19755,1.35091,1,1.35091,1.35091,0.013671768198654542,chr20
NA18965,HG00131,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
NA18965,HG00593,1.00434,1,1.00434,1.00434,0.010164336390016139,chr20
NA18965,HG00867,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
NA18965,HG01500,1.06282,1,1.06282,1.06282,0.010756178188698005,chr20
NA18965,HG02374,1.098,1,1.098,1.098,0.011112214345976186,chr20
NA18965,HG02397,1.08393,1,1.08393,1.08393,0.0109698201238925,chr20
NA18965,NA18539,1.02657,1,1.02657,1.02657,0.010389313188660083,chr20
NA18965,NA18609,1.07128,1,1.07128,1.07128,0.010841796889396509,chr20
NA18965,NA18949,1.00145,1,1.00145,1.00145,0.010135088394151047,chr20
NA18965,NA19070,1.10585,1,1.10585,1.10585,0.011191659594260259,chr20
NA18965,NA19088,1.31919,1,1.31919,1.31919,0.01335074867310412,chr20
NA18965,NA19089,1.01497,1,1.01497,1.01497,0.010271916388647948,chr20
NA18968,HG01948,1.17288,1,1.17288,1.17288,0.0118700309308821,chr20
NA18968,HG03616,1.08278,1,1.08278,1.08278,0.010958181648029228,chr20
NA18968,NA18986,1.03774,1,1.03774,1.03774,0.010502358210740734,chr20
NA18968,NA19651,1.03741,1,1.03741,1.03741,0.010499018474188663,chr20
NA18973,HG02351,1.06306,1,1.06306,1.06306,0.010758607088008599,chr20
NA18979,NA18973,1.09614,1,1.09614,1.09614,0.011093390376319064,chr20
NA18979,NA18980,1.0653,1,1.0653,1.0653,0.010781276814907493,chr20
NA18986,HG02304,1.20811,1,1.20811,1.20811,0.012226573108849989,chr20
NA18988,NA19089,1.16543,1,1.16543,1.16543,0.011794633848115686,chr20
